9.31970050 9.53538462 0.12358572 1.14292858	(0)
3.18517453 3.14365029 5.57373413 1.10858880	(1)
4.16168365 2.98629720 6.90512373 1.77819497	(2)
9.41912793 1.97841555 1.34555049 2.36916531	(3)
8.03433240 9.68851718 6.99479008 3.33740196	(4)
8.37088150 3.69435014 4.80559172 2.66677729	(5)
1.06938006 2.19196802 4.70682224 1.57166551	(6)
8.89548853 3.79006820 7.18253329 1.01650367	(7)
8.84773778 2.28259605 4.13514878 1.42722018	(8)
8.63150100 2.98634234 7.23659220 2.56946274	(9)
7.51315443 8.45902576 4.07253075 2.35486732	(10)
1.11139473 7.51848020 2.07051848 1.50612078	(11)
8.75603908 6.61559618 7.49388293 1.87103026	(12)
6.17876723 4.97681820 3.42529828 1.75103718	(13)
8.63228088 5.57481899 3.85448619 1.91756553	(14)
6.53020000 7.73676327 7.18157407 2.85149206	(15)
3.98140567 1.27880209 5.91006436 0.95323174	(16)
9.29701995 2.25528851 7.77858899 1.01900886	(17)
1.50678127 2.94328174 7.00095357 2.79506993	(18)
8.95771257 6.93448373 0.09208863 1.00143304	(19)
8.28259693 1.53366865 4.27864795 1.77519191	(20)
4.58773918 7.80841910 2.66884666 1.94386967	(21)
6.43267042 0.52394129 5.51567609 1.11091183	(22)
1.50231435 4.94900132 7.15339971 2.58528425	(23)
1.69934397 8.44513462 3.24675388 1.51423290	(24)
1.65371586 6.94514232 5.62380854 2.20322371	(25)
6.08061841 6.80463566 8.72753407 1.05179847	(26)
1.69415587 6.67053542 4.78378554 1.35374788	(27)
6.05022764 8.62764379 3.05268656 1.87559381	(28)
3.14208433 3.85099736 3.78790535 2.27895433	(29)
3.79809160 5.94281638 6.20669800 1.71365210	(30)
4.10859568 5.62366301 0.62710960 1.11311498	(31)
1.91584763 3.14343897 1.90856162 2.11184647	(32)
2.30204751 2.53566006 8.04897438 2.22548182	(33)
3.70377899 2.32004734 9.57882937 2.08643499	(34)
9.01307110 8.08947097 1.79984763 1.09561478	(35)
9.33006262 8.94927256 3.67281196 1.47156302	(36)
3.50617035 2.36030751 1.50280285 2.92860772	(37)
9.90503009 7.96277861 -5.06599326 0.00000000	(38)
5.41487319 3.45323792 2.15739181 1.76993642	(39)
3.70979521 9.80549734 7.59298831 1.23730949	(40)
1.99988198 9.27536113 1.12245251 1.57868661	(41)
7.49884958 1.29944706 4.82817231 1.87775868	(42)
0.04867522 3.02428542 9.56380925 0.99466466	(43)
5.55242871 4.16342893 1.44460089 1.06456784	(44)
6.18842429 -0.10729692 3.88353181 0.96444474	(45)
-1.69341558 11.62028108 11.12876269 0.00000000	(46)
0.91177080 4.62411193 6.56957496 1.02574001	(47)
4.04064699 6.66709030 8.20759619 1.72077154	(48)
6.55692985 4.93339416 2.76009535 2.16643212	(49)
0.55316430 0.35537782 6.30940837 2.04404012	(50)
5.41716417 5.08141084 13.13066280 0.00000000	(51)
7.73254881 3.26465502 5.93105293 1.53339864	(52)
0.65634351 6.56154732 1.21063509 1.63447429	(53)
1.79271016 0.95567350 0.84529211 1.89854096	(54)
10.01693417 12.91285369 10.88682236 0.00000000	(55)
3.35625013 11.51186327 12.78575136 0.00000000	(56)
7.34429779 4.22580029 8.24169407 1.62452978	(57)
1.33063081 3.80960183 8.88630557 1.84693511	(58)
0.19957811 9.60480722 0.84980706 0.93596863	(59)
1.00981910 8.73798471 4.08240254 1.28699328	(60)
2.94926735 1.08474173 1.52280921 1.90797997	(61)
8.64983049 5.16889217 3.15390049 2.25893795	(62)
7.45516419 9.82071232 5.60887793 1.00204290	(63)
8.85118741 0.30166994 5.35396764 2.44674869	(64)
8.61054402 6.22696729 4.66831768 1.01624074	(65)
1.79065430 1.03033142 0.80330875 1.25072377	(66)
2.87565210 1.62165460 7.69330335 3.73157039	(67)
1.31973127 5.02002925 6.09204359 1.05643182	(68)
1.02453637 2.68249984 4.04555204 1.37289341	(69)
5.49348330 7.89530678 6.92737247 2.51939502	(70)
6.84260717 6.78083975 4.07078552 2.56103861	(71)
0.94749100 4.77176272 1.61350929 1.47204029	(72)
8.50458371 2.68506510 1.42813889 1.45870000	(73)
3.13617244 4.89933864 9.00795610 1.72491960	(74)
5.05810374 2.15426394 1.84235715 1.63395602	(75)
1.59144610 0.61924550 6.92121946 2.65415558	(76)
7.82994067 7.52250083 6.45803910 4.04416141	(77)
6.04883992 8.48956040 5.69981675 2.02991706	(78)
8.10935012 6.18705011 8.14883638 1.57781886	(79)
14.17773560 2.28209800 13.30217059 0.00000000	(80)
8.45786346 6.30947459 7.69320688 1.00351200	(81)
1.77289141 8.13550771 0.25690902 1.75263757	(82)
4.27849929 6.19390418 8.73974225 2.82967657	(83)
6.28261359 8.73681949 1.99776424 1.93710216	(84)
8.73660486 6.88081805 8.47501095 1.75199163	(85)
6.27843462 6.64734985 9.79166378 1.56471580	(86)
7.05747039 2.92487188 7.01900495 2.61382750	(87)
4.57153231 8.48490866 8.37414331 1.93927668	(88)
5.02417032 8.03163523 0.03937151 0.97835318	(89)
6.81355269 2.24028280 4.46405631 1.61272778	(90)
0.82747040 3.90413581 1.26481025 1.81804081	(91)
6.75640816 8.99299013 8.54510003 2.44560144	(92)
6.76704507 2.67303951 9.06069182 3.22322951	(93)
1.80932779 3.94937246 6.10628978 2.25547810	(94)
4.14177831 7.14102751 7.67694471 1.86694623	(95)
5.83264090 4.18827508 1.25591047 1.66234685	(96)
11.50931540 4.55797182 1.59280724 0.00266443	(97)
7.40391827 2.31524823 5.38875707 3.43038844	(98)
1.36295959 7.32640726 7.30453600 2.16555384	(99)
