2.58877674 2.41664115 8.88072047 2.25862868 0.99999984	(0)
6.53972746 4.31336756 8.67247630 6.32123537 1.00072944	(1)
7.11626000 2.06380113 5.46282075 2.82403999 1.07724941	(2)
7.85910792 4.80225136 0.27008650 5.36921566 0.00001076	(3)
9.13620839 5.37918134 8.21729106 2.78411851 1.01752229	(4)
0.92779169 9.35374293 3.65133998 1.75837673 0.00010154	(5)
8.97221699 8.07767235 6.04748734 2.51773561 1.00694162	(6)
8.84694561 6.41700670 5.68573490 3.77426937 1.00784357	(7)
8.38421355 7.19731553 0.59102601 0.58219623 0.00000034	(8)
9.75992250 2.97363305 7.19555586 2.63402074 0.00000004	(9)
4.26217249 9.56979765 8.25811581 3.38444245 1.00393529	(10)
4.98245158 0.78676031 6.10983080 2.31704578 1.00001368	(11)
4.14160710 2.92650064 2.23642876 7.86933279 1.35803120	(12)
2.57824579 0.31647194 2.91178486 9.28325451 1.00011575	(13)
3.97746546 7.24999624 8.11062079 7.66087162 1.04824430	(14)
8.33115322 6.72883653 8.65594913 4.99086591 1.00002175	(15)
3.18996991 6.69572072 1.43836529 2.01253913 1.00039833	(16)
5.67545167 6.09357454 0.06982822 1.79102479 1.00017577	(17)
5.14705306 7.66286857 7.54152119 6.62724455 1.79894534	(18)
2.96977914 3.46995223 4.09474304 1.64455423 1.00434676	(19)
5.85903186 7.37955406 0.55209561 3.27225295 1.00033969	(20)
3.66449445 2.78247501 0.25247903 4.27410482 1.00039750	(21)
0.43031221 3.95942828 2.19805596 6.34294527 1.01213426	(22)
3.30786994 9.97754651 3.89284907 3.38148447 0.00000153	(23)
1.44124671 8.66403708 8.46816851 7.12963390 0.00000000	(24)
8.84270144 0.55452929 7.25492925 2.09234918 0.99999985	(25)
7.12074761 3.47980373 5.06950694 2.86278640 1.03972298	(26)
0.88989548 4.65467644 2.93987251 5.60035881 1.00463637	(27)
5.31966430 9.95498097 9.36282587 8.65289787 1.00065776	(28)
3.20770591 2.58970665 5.80101663 9.29860759 1.00000423	(29)
0.93131464 7.76008949 4.36763792 0.50346738 0.99999984	(30)
6.75452292 8.97284230 8.41082860 5.02127566 1.00062761	(31)
6.07762347 9.04823198 0.08686660 4.59251242 0.99999985	(32)
5.07849818 2.99776532 8.25643589 6.62625958 1.05341937	(33)
0.04122253 8.72170863 2.42699664 6.51108267 1.00039507	(34)
6.76092087 8.39343512 1.38746798 8.77243944 1.00079793	(35)
1.09714875 3.82836697 2.74840035 2.97659903 1.00012066	(36)
4.65788842 1.64281814 3.36225230 9.62908797 0.99999988	(37)
3.66843809 1.27811882 1.10795555 0.30896502 1.00087305	(38)
0.32570058 1.61714864 2.63981448 3.79678414 1.08156413	(39)
7.28963522 6.92238651 9.40625675 0.60818187 1.01023705	(40)
1.71913544 5.63281753 2.93758130 6.84933981 1.00014476	(41)
8.02137279 7.64439806 4.21011744 2.78308812 1.46113552	(42)
6.33099972 4.93816271 7.29809464 0.03150153 0.00000069	(43)
3.76562882 1.92571861 1.36831467 8.68485396 1.00000007	(44)
