5.50713200 5.15709785 9.35327045 4.45386721 0.00004356	(0)
-1.75827124 1.22851671 3.16694281 -1.42344429 0.00000000	(1)
5.16179050 5.95637424 8.62647455 4.37280608 0.99939402	(2)
7.42945086 1.17232127 13.11792278 8.15804778 0.00000000	(3)
8.08530945 2.65836043 -3.81947692 5.68070142 0.00000000	(4)
5.04535045 4.35741628 2.04716569 3.24577225 0.99954971	(5)
-0.64830336 13.72008001 0.89974832 13.14379170 0.00000000	(6)
-1.74341521 8.50691439 8.45693763 8.53491790 0.00000000	(7)
9.17430228 9.62744751 10.33052834 2.40518169 0.00000000	(8)
3.14435471 7.05415943 3.00173130 7.40374543 0.99975053	(9)
3.95108525 7.88226344 1.33714179 -1.90983938 0.00000000	(10)
-2.09665629 1.13136179 2.98330441 5.78647055 0.00000000	(11)
6.19536000 4.85218085 1.42246238 2.95683978 0.00000000	(12)
0.79681121 4.36877074 8.17222560 4.07273688 0.99882410	(13)
1.92502239 -0.22376204 4.65954964 10.67260415 0.00000000	(14)
2.65195512 10.97299450 4.37164221 3.50794134 0.00000000	(15)
5.43414124 -3.72543400 3.36590535 8.35084043 0.00000000	(16)
2.22253056 3.66156342 -3.41569126 13.22704129 0.00000000	(17)
1.54493759 -1.01805806 0.85585047 8.25775276 0.00000000	(18)
4.93464743 10.05608012 3.84871259 6.02406324 0.00000006	(19)
10.91308995 1.23803422 10.59557663 3.99657572 0.00000000	(20)
2.02336742 -0.00631625 7.45632490 7.17200261 0.00000000	(21)
2.39055812 8.31224430 15.03287697 12.21083738 0.00000000	(22)
4.14173032 1.35910651 15.63371296 4.26373129 0.00000000	(23)
1.87395410 2.15296086 1.42391089 8.24862174 0.99710519	(24)
-0.58837881 3.91383695 1.35575002 4.96395226 0.00000001	(25)
6.69737247 1.36341660 1.15654336 2.61624655 0.00000024	(26)
-4.46253372 12.66052038 3.80132603 9.59197786 0.00000000	(27)
6.43653076 12.90667406 12.24536069 8.28531876 0.00000000	(28)
0.44844084 6.59617234 -0.67521755 10.03135022 0.00000049	(29)
7.29203683 9.80084711 11.57518842 14.51888756 0.00000000	(30)
-2.44854769 3.90171259 5.70552472 -1.50008359 0.00000000	(31)
6.55606653 12.51305041 8.49080424 -3.57119155 0.00000000	(32)
4.41481639 4.68907334 1.62266569 13.12001677 0.00000000	(33)
-4.10141301 6.18387998 10.50415875 1.97660942 0.00000000	(34)
0.97350845 14.40447919 3.10453688 8.63961371 0.00000000	(35)
-1.47675535 5.83347420 1.01875483 6.72447018 0.00000007	(36)
8.87535227 -0.47327937 11.01916676 6.05215875 0.00000000	(37)
4.89759069 2.51593245 7.22941496 6.36059713 0.99719615	(38)
11.02783012 5.44691883 4.36900263 -2.12766353 0.00000000	(39)
13.43787622 5.00925799 4.61923077 5.67861890 0.00000000	(40)
8.81873512 -2.40121968 14.50625983 8.33220948 0.00000000	(41)
1.55949798 6.85315764 7.46214009 9.70017527 0.99837709	(42)
5.84271051 2.27466420 7.50925927 2.64536523 0.99826790	(43)
8.55898328 12.46472970 14.32559897 3.83985992 0.00000000	(44)
0.12055895 10.12471447 2.39724479 7.63361082 0.00000000	(45)
1.67912193 1.06320739 1.67947358 0.31662163 0.00000044	(46)
9.98023592 14.16862652 5.63761523 7.67611962 0.00000000	(47)
3.83167056 2.79255694 5.87929011 -3.06263126 0.00000000	(48)
5.05700769 1.11827826 8.90789585 6.28654600 0.99770546	(49)
5.81278045 8.93236528 0.18390653 5.96650858 0.99730110	(50)
7.56051660 4.73227597 9.52355549 3.73101588 0.00000000	(51)
2.04221683 16.77297457 5.69093533 0.63839278 0.00000000	(52)
8.21378384 6.29755034 4.75043324 6.72534611 0.99713240	(53)
6.01298953 7.20824756 7.80264580 0.66878298 0.00000000	(54)
1.56498126 12.38371717 1.44937191 2.67493150 0.00000000	(55)
1.19467716 5.82845398 -4.53763224 10.74975026 0.00000000	(56)
-2.68710095 3.80018108 5.89295835 -0.95163156 0.00000000	(57)
9.21796784 2.59422731 4.04398989 13.07091361 0.00000000	(58)
5.91793754 8.28295765 1.19182776 3.81065154 0.99605019	(59)
