6.36977197 2.69823622 0.41002537 1.00000085	(0)
4.53511434 1.34037763 4.03160700 0.99999975	(1)
3.18160212 9.24126438 4.70938077 1.00032516	(2)
4.79026683 1.59709668 7.34543095 1.00005545	(3)
4.29093565 7.93113009 9.82868262 1.02181098	(4)
6.76707400 0.60768230 5.55565657 1.00000045	(5)
5.38198766 3.43254416 3.69103495 1.00000997	(6)
4.67938448 3.03023481 2.78378821 1.00000829	(7)
4.78243593 2.43729480 2.54404531 1.01692987	(8)
2.99195900 7.40721267 2.79786036 1.00000332	(9)
1.54425070 2.49775519 8.69894246 0.00000000	(10)
6.62795449 2.75309291 1.37954882 1.00000007	(11)
7.92970077 6.61634471 7.78840092 0.00003681	(12)
0.82442216 4.38307309 8.17680546 0.99999977	(13)
9.26395537 7.52785057 9.77430728 0.00000000	(14)
0.44881495 5.71617735 1.46231054 0.99999975	(15)
0.76522179 7.29884858 6.73976053 0.00014722	(16)
3.48815555 9.91065622 5.65768840 0.00000074	(17)
3.99374988 7.17427593 2.80813325 1.00032819	(18)
5.43475849 1.11010764 1.67601357 0.00000001	(19)
2.80496527 4.61088182 1.21705371 1.00194017	(20)
6.76027182 1.97188691 6.72080734 1.00000186	(21)
4.76099553 3.28112354 2.15006078 1.01096762	(22)
8.46996224 9.40602917 6.34705447 0.00000000	(23)
8.20392951 7.12128542 4.09897483 1.00000063	(24)
1.37928203 6.75965105 5.57402195 1.00000639	(25)
4.91589530 2.34448099 0.67606918 0.99999976	(26)
4.35680083 3.48841022 8.99944861 0.00000000	(27)
9.00390967 9.60811050 0.85769383 0.00000000	(28)
2.37535751 7.88800148 6.14986978 1.01285690	(29)
1.83058810 3.90024150 4.76929776 0.00002693	(30)
8.54187274 6.79895822 3.23467704 0.00000001	(31)
5.50883169 4.10517287 1.52371199 0.99999980	(32)
7.72632348 8.03630149 0.20653898 1.00004042	(33)
6.51063759 4.84067521 7.88489431 1.00001384	(34)
5.75524040 1.01768562 6.78578234 0.99999976	(35)
5.95468941 9.04465012 2.31648017 1.23805943	(36)
3.64099967 7.94539124 3.83746645 0.00000005	(37)
6.88839972 3.44810371 2.84139277 1.01227660	(38)
5.01733666 5.39296909 1.35896793 0.99999977	(39)
3.79587007 4.33961391 3.63235742 1.01954161	(40)
9.26673777 3.48367494 8.37454235 0.99999975	(41)
6.43890227 8.22794868 4.43382570 1.00001043	(42)
3.00019290 5.51045091 0.50619762 0.00000000	(43)
1.63062690 3.37899590 6.77699269 1.00037107	(44)
7.77810293 1.74575979 7.09727060 0.00000709	(45)
7.32174860 8.66124671 5.00830463 1.10443338	(46)
5.48915127 2.91081526 4.25093659 0.00005916	(47)
9.51783758 0.72249339 4.63836695 0.00000000	(48)
0.55102307 5.69565611 0.62710823 0.00000000	(49)
9.73408220 2.36809854 6.46908929 0.99999978	(50)
5.62143033 3.43296844 5.56057567 0.00000000	(51)
9.97197849 3.16930398 3.11385507 0.00000035	(52)
0.45702556 7.62376918 3.52549603 1.40523766	(53)
2.10069400 6.63127313 6.81854111 1.00030902	(54)
3.06165034 5.86871507 5.84754979 1.01283121	(55)
8.95130318 4.03653118 5.44139126 0.00016593	(56)
0.70102871 7.70886722 9.76984878 0.00000000	(57)
4.62134440 0.38634679 3.93409143 1.01427707	(58)
5.87783077 8.26096361 1.16926053 0.99999975	(59)
3.24297523 0.27197970 0.54871211 1.00052669	(60)
6.95017295 9.48787576 2.43917763 0.00012035	(61)
8.31491003 6.38038252 8.50577006 1.00130824	(62)
9.89208397 4.94555569 4.87866992 1.00114472	(63)
8.90715174 0.30541126 4.84851688 0.99999975	(64)
1.50990794 9.59984288 1.72257718 0.00000001	(65)
6.65186998 9.37115692 6.67209197 1.00004810	(66)
3.27819250 8.59953199 1.67259235 0.00000090	(67)
6.40705593 5.61884307 8.55929280 0.00000085	(68)
5.44206138 8.96502166 7.20443091 1.04079187	(69)
1.99415414 0.33347653 2.86257380 1.30911704	(70)
1.99863773 6.89576413 4.06863826 1.01563654	(71)
6.83412793 4.52741715 5.08612123 1.00000837	(72)
4.92602647 3.03388672 2.68597385 1.00000187	(73)
0.03998796 7.48417197 9.68989433 0.99999975	(74)
9.07595466 2.51397442 0.91289713 1.00053755	(75)
1.47277378 6.98840345 2.67643760 0.00000000	(76)
0.86849545 0.34222271 8.12075278 0.00001451	(77)
8.37137667 3.72352643 5.69638173 0.99999984	(78)
9.15420341 8.98936846 8.97406152 0.00000000	(79)
8.23155715 4.98956083 4.49123582 0.00002273	(80)
9.09792254 0.42496422 9.80310171 0.99999975	(81)
1.47133172 7.98941804 0.39388304 0.00000170	(82)
5.45497534 9.59227129 7.75801627 1.00000018	(83)
9.83925510 5.86914353 8.96839803 0.00000008	(84)
8.71859665 6.66954971 8.46458922 0.99999975	(85)
3.42230568 1.46813285 2.74373137 0.99999976	(86)
7.05270928 5.54958621 2.48888795 1.00138429	(87)
4.93096163 9.85299418 3.34935857 0.00005282	(88)
0.28332913 4.03261343 1.11605304 0.00007447	(89)
9.61037860 9.59203528 1.08940196 0.00000003	(90)
0.92324341 5.51441219 5.28842139 0.00000090	(91)
9.92244167 7.83845572 5.49723284 1.00000410	(92)
6.98064548 7.87693809 6.04943520 0.00000008	(93)
9.09810998 8.11547112 8.07505210 0.00003802	(94)
4.11827553 2.78281251 4.96775861 1.10511966	(95)
0.87795783 0.55981332 2.94519817 0.00000000	(96)
6.74319162 4.32296209 5.19471708 0.99999996	(97)
2.45868748 3.97265370 4.22599214 1.00003180	(98)
1.93679754 0.68967382 2.52045692 0.00000790	(99)
